car_name_fixed,city,showroom_name,manufacturing_year,trim,body_type,color,product,invygo_baseprice,starter_fee,sto_contract_length,car_condition,vehicle_category
Cityray,Dammam,Dammam - Al Rawdah - Pickup,"2,026",GC,SUV,White,STO,"2,850","1,800",,NEW,SUV
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","3,300",,NEW,SUV
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,White,STO,"2,825","1,700",,NEW,Crossover
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","3,200",,NEW,Sedan
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","1,700",,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Gray,STO,"2,825","3,100",,NEW,Crossover
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Creta,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","3,100",,NEW,Crossover
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,White,STO,"2,850","1,800",,NEW,SUV
Elantra,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Silver,STO,"2,850","1,800",,NEW,SUV
Cityray,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",GC,SUV,Gray,STO,"2,850","1,800",,NEW,SUV
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Silver,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Creta,Dammam,Dammam - Al Rawdah - Pickup,"2,026",Smart,SUV,Silver,STO,"2,825","1,700",,NEW,Crossover
Elantra,Jeddah,Jeddah - Ar Rabwah - Pickup,"2,026",Smart,Sedan,White,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Elantra,Riyadh,Riyadh - Al Quds - Pickup,"2,026",Smart,Sedan,Gray,STO,"2,925","1,700",,NEW,Sedan
Pegas,Riyadh,Riyadh - Makah Road,"2,026",LX,Sedan,Silver,MONTHLY,"1,879",,,NEW,Compact
Seltos,Riyadh,Riyadh - Al Aqiq,"2,024",LX,SUV,Blue,MONTHLY,"3,269",,,NEW,Crossover
Yaris,Riyadh,Riyadh - Al Rawdah,"2,024",Y,Sedan,White,MONTHLY,"2,569",,,NEW,Compact
Arrizo 5,Riyadh,Riyadh - Al Qirawan,"2,022",STD,Sedan,Red,MONTHLY,"2,439",,,NEW,Sedan
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Riyadh,Riyadh - As Sulimaniyah - Pickup,"2,026",Basic,Hatchback,Gray,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,White,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Jolion,Jeddah,Jeddah - Al Sanabel  - Pickup,"2,026",STD,Hatchback,Black,STO,"2,650","1,400",,NEW,Crossover
Dzire,Riyadh,فرع القدس - Al-Quds  branch,"2,023",GL,Sedan,Brown,MONTHLY,"1,749",,,NEW,Sedan
Defender,Riyadh,Riyadh - Al Urubah,"2,025",STD,SUV,Black,MONTHLY,"32,719",,,NEW,SUV
Defender,Riyadh,Riyadh - Al Urubah,"2,025",STD,SUV,Black,STS,"9,100",,,NEW,SUV
Arrizo 6,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,Grey,MONTHLY,"2,179",,,NEW,Sedan
Grand Creta,Riyadh,Riyadh - Al Masiaf,"2,024",STD,SUV,Black,MONTHLY,"4,269",,,NEW,SUV
Arrizo 5,Jeddah,Dammam - Al Itisalat,"2,023",Comfort,Sedan,Grey,MONTHLY,"1,829",,,NEW,Sedan
Arrizo 5,Jeddah,Dammam - Al Itisalat,"2,023",Comfort,Sedan,Silver,MONTHLY,"1,829",,,NEW,Sedan
Arrizo 6,Jeddah,Jeddah - Bani Malik,"2,023",Comfort,Sedan,Red,MONTHLY,"2,179",,,NEW,Sedan
RX8,Riyadh,Riyadh - Al Aziziyah,"2,022",STD,SUV,Grey,MONTHLY,"5,289",,,NEW,SUV
ZS,Jeddah,Dammam - Al Itisalat,"2,022",STD,Crossover,Red,MONTHLY,"2,819",,,NEW,Crossover
5,Jeddah,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,MONTHLY,"1,939",,,NEW,Compact
Dzire,Jeddah,Jeddah - Bani Malik,"2,022",GL,Sedan,Silver,MONTHLY,"1,789",,,NEW,Sedan
Dzire,Jeddah,Jeddah - Al Nuzha,"2,022",GL,Sedan,Blue,MONTHLY,"1,789",,,NEW,Sedan
Mirage,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Hatchback,Silver,MONTHLY,"1,799",,,NEW,Compact
Pegas,Al Khobar,Al Khobar - Al Thuqbah,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Al Khobar,Al Khobar - Al Thuqbah,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Hilux,Riyadh,Daily Sulimaniyah Riyadh,"2,023",STD,Pickup,White,STS,"2,259",,,USED,Pickup
Seltos,Riyadh,Riyadh - Sulimaniyah 2,"2,022",LX,SUV,White,MONTHLY,"2,729",,,NEW,Crossover
Accent,Riyadh,Riyadh - Ar Rimal,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Compact
Urban Cruiser,Riyadh,Riyadh - Ar Rimal,"2,026",STD,Crossover,White,MONTHLY,"3,279",,,NEW,Crossover
Sonet,Riyadh,Riyadh - Al Urubah,"2,026",LX,SUV,Black,MONTHLY,"3,469",,,NEW,Crossover
Accent,Jeddah,Jeddah Sakr Qoraish,"2,025",Fleet,Sedan,Grey,MONTHLY,"2,459",,,NEW,Compact
Accent,Jeddah,Jeddah Sakr Qoraish,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Compact
Cooper,Jeddah,Jeddah - Heraa,"2,022",STD,Hatchback,White,MONTHLY,"6,420",,,NEW,Compact
Veloz,Madinah,Madinah - Al Areed,"2,024",STD,SUV,White,MONTHLY,"4,490",,,NEW,Crossover
Sportage,Jeddah,Jeddah - Bani Malik,"2,023",LX,SUV,Silver,MONTHLY,"3,750",,,NEW,Crossover
Sportage,Jeddah,Jeddah - Bani Malik,"2,023",LX,SUV,Silver,STS,"1,669",,,NEW,Crossover
Attrage,Jeddah,Jeddah - Bani Malik,"2,022",AT,Sedan,White,MONTHLY,"1,790",,,NEW,Compact
Xpander,Jeddah,Dammam - Al Itisalat,"2,022",STD,SUV,Silver,STS,"1,239",,,NEW,Minivan
Dzire,Jeddah,Jeddah - Bani Malik,"2,022",GL,Sedan,Silver,MONTHLY,"1,820",,,NEW,Sedan
Sunny,Jeddah,Jeddah - Al Baghdadiyah,"2,022",Classic,Sedan,White,MONTHLY,"1,820",,,NEW,Compact
Sunny,Jeddah,Jeddah - Al Baghdadiyah,"2,022",Classic,Sedan,White,STS,569,,,NEW,Compact
Sunny,Jeddah,Jeddah - Al Nuzha,"2,022",Classic,Sedan,White,MONTHLY,"1,820",,,NEW,Compact
Yaris,Jeddah,Jeddah - Bani Malik,"2,026",Y,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
5,Jeddah,Jeddah - Bani Malik,"2,023",STD,Sedan,White,STS,669,,,NEW,Compact
5,Jeddah,Jeddah - Al Baghdadiyah,"2,023",STD,Sedan,White,MONTHLY,"1,930",,,NEW,Compact
RX8,Jeddah,Jeddah - Al Nuzha,"2,022",STD,SUV,Grey,STS,"2,099",,,NEW,SUV
RX8,Jeddah,Dammam - Al Itisalat,"2,022",STD,SUV,White,MONTHLY,"5,350",,,NEW,SUV
RX8,Riyadh,Riyadh - Al Aziziyah,"2,022",STD,SUV,White,MONTHLY,"5,350",,,NEW,SUV
RX8,Riyadh,Riyadh - Al Aziziyah,"2,022",STD,SUV,Grey,MONTHLY,"5,350",,,NEW,SUV
GT,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Sedan,Yellow,STS,829,,,NEW,Sedan
GT,Jeddah,Jeddah - Al Baghdadiyah,"2,022",STD,Sedan,Yellow,MONTHLY,"2,300",,,NEW,Sedan
GT,Jeddah,Dammam - Al Itisalat,"2,022",STD,Sedan,Yellow,STS,829,,,NEW,Sedan
Pegas,Riyadh,Riyadh - ِAn Nahdah,"2,025",LX,Sedan,Silver,MONTHLY,"1,870",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Sahaba,"2,025",LX,Sedan,Silver,MONTHLY,"1,870",,,NEW,Compact
Pegas,Riyadh,Riyadh - ِAn Nahdah 2,"2,025",LX,Sedan,Silver,MONTHLY,"1,870",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Aqiq,"2,023",Fleet,Sedan,Grey,MONTHLY,"3,120",,,NEW,Sedan
i10,Madinah,Madinah - Khalid Ibn Al Walid,"2,024",MPI,Sedan,Silver,STS,600,,,NEW,Compact
Raize,Madinah,Madinah - Khalid Ibn Al Walid,"2,024",XLE,SUV,Grey,MONTHLY,"2,460",,,NEW,Crossover
Pegas,Jeddah,Jeddah - Al Fayha,"2,024",LX,Sedan,Silver,MONTHLY,"1,820",,,NEW,Compact
Sunny,Riyadh,Riyadh -  Al Yarmuk,"2,023",S,Sedan,White,MONTHLY,"2,250",,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Falah,"2,023",LX,Sedan,White,MONTHLY,"2,250",,,NEW,Compact
i10,Jeddah,Jeddah - Al-Baghdadiyah Al-Gharbiyah,"2,026",MPI,Sedan,White,MONTHLY,"2,211",,,NEW,Compact
Yaris,Dammam,Dammam - Al Rawdah,"2,026",STD,Sedan,White,MONTHLY,"2,460",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Aqiq,"2,024",STD,Sedan,White,MONTHLY,"2,510",,,NEW,Compact
Kona,Riyadh,Riyadh - Al Aqiq,"2,025",STD,Crossover,Beige,MONTHLY,"4,105",,,NEW,Crossover
Patrol,Riyadh,Riyadh - Al Aqiq,"2,025",STD,SUV,Black,MONTHLY,"22,850",,,NEW,SUV
Accent,Dammam,Dammam - Al Jesr,"2,024",STD,Sedan,White,MONTHLY,"2,270",,,NEW,Compact
Accent,Dammam,Dammam - Al Jesr,"2,024",STD,Sedan,White,MONTHLY,"2,270",,,NEW,Compact
Pegas,Jeddah,Jeddah - Bani Malik,"2,026",LX,Sedan,Silver,STS,680,,,NEW,Compact
Pegas,Jeddah,Jeddah - Al Fayha,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Airport,"2,026",LX,Sedan,Beige,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Airport,"2,026",LX,Sedan,Beige,STS,680,,,NEW,Compact
Pegas,Madinah,Madinah - Al Areed,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Pegas,Jeddah,Jeddah Airport - Terminal 1,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Pegas,Jeddah,Jeddah Airport - Terminal 1,"2,026",LX,Sedan,Grey,STS,680,,,NEW,Compact
Dzire,Jeddah,Jeddah Airport - Terminal 1,"2,025",GL,Sedan,Blue,STS,640,,,NEW,Sedan
Dzire,Jeddah,Jeddah - Heraa,"2,025",GL,Sedan,Blue,STS,640,,,NEW,Sedan
Dzire,Jeddah,Jeddah - Al Fayha,"2,025",GL,Sedan,Blue,MONTHLY,"1,870",,,NEW,Sedan
i10,Riyadh,Riyadh - Al Wadi,"2,024",MPI,Sedan,Grey,MONTHLY,"1,820",,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Wadi,"2,022",Classic,Sedan,White,STS,938,,,NEW,Compact
Yaris,Jeddah,Jeddah Airport - Terminal 1,"2,024",Y,Sedan,Silver,STS,790,,,NEW,Compact
Yaris,Jeddah,Jeddah Airport - Terminal 1,"2,024",Y,Sedan,Silver,STS,790,,,NEW,Compact
Fortuner,Riyadh,Riyadh - As Sahabah,"2,026",GX2,SUV,White,MONTHLY,"6,960",,,NEW,SUV
Emgrand,Riyadh,Riyadh - Sulimaniyah,"2,024",STD,Sedan,Grey,MONTHLY,"2,460",,,NEW,Sedan
Creta,Riyadh,Ritadh - Al Areed,"2,026",Smart,SUV,Black,STS,"1,130",,,NEW,Crossover
Dzire,Riyadh,Riyadh - Al Aqiq,"2,023",GL,Sedan,Silver,MONTHLY,"1,830",,,NEW,Sedan
Sonet,Riyadh,Riyadh - Al Yarmuk,"2,023",LX,SUV,White,MONTHLY,"2,730",,,NEW,Crossover
Accent,Riyadh,Riyadh - Al Munsiyah,"2,025",Fleet,Sedan,Silver,STS,810,,,NEW,Compact
Elantra,Riyadh,Riyadh - Qurtubah,"2,023",STD,Sedan,Grey,STS,880,,,NEW,Sedan
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Masiaf,"2,026",H,Sedan,White,STS,740,,,NEW,Compact
Pegas,Dammam,Dammam - Al Thawn,"2,026",LX,Sedan,Beige,STS,680,,,NEW,Compact
Accent,Jeddah,Jeddah - Bani Malik,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,030",,,NEW,Compact
Accent,Jeddah,Jeddah - Bani Malik,"2,023",Smart Plus,Sedan,Silver,MONTHLY,"2,030",,,NEW,Compact
Coolray,Riyadh,Riyadh - Al Aqiq,"2,026",GS,Crossover,Grey,MONTHLY,"2,947",,,NEW,Crossover
Elantra,Riyadh,Riyadh - Al Aqiq,"2,025",STD,Sedan,Green,MONTHLY,"3,380",,,NEW,Sedan
Urban Cruiser,Riyadh,Riyadh - Al Qirawan,"2,026",STD,Crossover,Silver,MONTHLY,"3,740",,,NEW,Crossover
Urban Cruiser,Riyadh,Riyadh - Al Qirawan,"2,026",STD,Crossover,Silver,STS,"1,240",,,NEW,Crossover
Elantra,Madinah,Madinah - Khalid Ibn Al Walid,"2,023",Fleet,Sedan,Grey,MONTHLY,"2,620",,,NEW,Sedan
Urban Cruiser,Riyadh,Riyadh - Ar Rimal,"2,026",STD,Crossover,Silver,STS,"1,240",,,NEW,Crossover
Urban Cruiser,Riyadh,Riyadh - Ar Rimal,"2,026",STD,Crossover,Silver,MONTHLY,"3,740",,,NEW,Crossover
Urban Cruiser,Riyadh,Al Rawdah,"2,026",STD,Crossover,Silver,MONTHLY,"3,740",,,NEW,Crossover
Pegas,Jeddah,Jeddah Airport - Terminal 1,"2,026",LX,Sedan,Silver,MONTHLY,"1,930",,,NEW,Compact
Dzire,Riyadh,Riyadh - King Fahd,"2,023",GL,Sedan,Silver,MONTHLY,"2,459",,,NEW,Sedan
Dzire,Riyadh,Riyadh - King Fahd,"2,023",GL,Sedan,Silver,MONTHLY,"2,459",,,NEW,Sedan
Sunny,Jeddah,Jeddah - Bani Malik,"2,022",Classic,Sedan,White,MONTHLY,"2,349",,,NEW,Compact
5,Dammam,Dammam - Al Itisalat,"2,022",Mid Option,Sedan,Blue,STS,"1,089",,,NEW,Compact
Pegas,Dammam,Dammam - Al Itisalat,"2,023",LX,Sedan,Silver,STS,969,,,NEW,Compact
Yaris,Jeddah,Jeddah - Ar Rawdah,"2,023",Y,Sedan,Grey,MONTHLY,"2,479",,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Aqiq,"2,023",Classic,Sedan,Brown,STS,639,,,NEW,Compact
Grand i10,Riyadh,Riyadh - An Nahdah,"2,025",GLS,Sedan,Grey,MONTHLY,"1,919",,,NEW,Compact
Accent,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,079",,,NEW,Compact
Elantra,Riyadh,Riyadh - Al Yarmuk,"2,025",Fleet,Sedan,Grey,MONTHLY,"3,489",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",STD,Sedan,Silver,STS,"1,009",,,NEW,Sedan
Pegas,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Compact
Pegas,Al Khobar,Khobar -  King Abdullah Branch Road,"2,025",LX,Sedan,Gold,STS,779,,,NEW,Compact
Corolla,Al Khobar,Khobar -  King Abdullah Branch Road,"2,024",XLI,Sedan,White,STS,"1,249",,,NEW,Sedan
Corolla,Al Khobar,Khobar -  King Abdullah Branch Road,"2,024",XLI,Sedan,White,STS,"1,249",,,NEW,Sedan
Sunny,Dammam,Dammam - Al Itisalat,"2,024",SV,Sedan,Grey,MONTHLY,"2,399",,,NEW,Compact
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",SV,Sedan,Silver,MONTHLY,"2,349",,,NEW,Compact
Sunny,Dammam,Dammam - Al Itisalat,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Grey,MONTHLY,"3,079",,,NEW,Crossover
Sunny,Al Khobar,Al Khobar -  Al-Thuqbah,"2,024",S,Sedan,Silver,STS,"1,049",,,NEW,Compact
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Al Wurud,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - Qurtubah,"2,023",GL,Sedan,Grey,STS,742,,,NEW,Sedan
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
Dzire,Riyadh,Riyadh - An Nahdah,"2,023",GL,Sedan,Grey,STS,639,,,NEW,Sedan
K3,Al Khobar,Al Khobar -  Al-Thuqbah,"2,025",STD,Sedan,Silver,MONTHLY,"3,149",,,NEW,Compact
Yaris,Jeddah,Jeddah - Ar Rawdah,"2,023",Y,Sedan,White,MONTHLY,"2,439",,,NEW,Compact
S450,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Black,MONTHLY,"36,679",,,NEW,Luxury
Yukon,Riyadh,Riyadh - Qurtubah,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,SUV
Accent,Riyadh,Riyadh - Alawali,"2,025",STD,Sedan,Brown,STS,950,,,NEW,Compact
Yukon,Riyadh,Riyadh - Alawali,"2,023",STD,SUV,Black,STS,"3,880",,,NEW,SUV
Yaris,Riyadh,Riyadh - Al Aqiq,"2,023",Y,Sedan,Silver,MONTHLY,"2,630",,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,White,MONTHLY,"2,029",,,NEW,Compact
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Blue,STS,"1,939",,,NEW,Crossover
Kicks,Dammam,Dammam - Al Itisalat,"2,024",S,SUV,Black,STS,"1,939",,,NEW,Crossover
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,STS,"1,169",,,NEW,Compact
Accent,Dammam,Dammam - Al Itisalat,"2,023",Smart Plus,Sedan,Silver,STS,"1,169",,,NEW,Compact
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,Silver,MONTHLY,"1,839",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,023",STD,Sedan,White,MONTHLY,"1,889",,,NEW,Sedan
Alsvin,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",STD,Sedan,Silver,MONTHLY,"1,839",,,NEW,Sedan
Alsvin,Dammam,Dammam - Al Itisalat,"2,024",STD,Sedan,White,STS,"1,009",,,NEW,Sedan
Kona,Riyadh,Riyadh - Al Aqiq,"2,021",Smartstream,Crossover,Green,MONTHLY,"3,230",,,NEW,Crossover
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - Al Yarmuk,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Riyadh,Riyadh - An Nahdah,"2,026",STD,Sedan,Grey,STS,600,,,NEW,Compact
Pegas,Al Khobar,Al Khobar -  Al-Thuqbah,"2,023",LX,Sedan,Beige,STS,969,,,NEW,Compact
Pegas,Dammam,Riyadh - Tuwaiq,"2,026",STD,Sedan,White,STS,910,,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayhaa,"2,026",Y,Sedan,White,STS,,,,NEW,Compact
Yaris,Jeddah,Jeddah - Al Fayhaa,"2,026",Y,Sedan,White,STS,,,,NEW,Compact
S450,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,Black,STS,"13,685",,,NEW,Luxury
E200,Jeddah,Jeddah - Madina Al-Munawarah,"2,026",STD,Sedan,White,MONTHLY,"25,269",,,NEW,Sedan
Defender,Jeddah,Jeddah - Madina Al-Munawarah,"2,025",STD,SUV,Grey,STS,"10,143",,,NEW,SUV
Sportage,Riyadh,Riyadh -  Al Yarmuk,"2,023",LX,SUV,White,MONTHLY,"5,649",,,NEW,Crossover
Veloz,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
Veloz,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
HS,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,190",,,NEW,Crossover
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Silver,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
Sunny,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,600,,,NEW,Compact
RX5,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
RX5,Riyadh,Riyadh - Al Yarmuk,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,STS,750,,,NEW,Sedan
City,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
City,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,White,STS,750,,,NEW,Compact
GT,Riyadh,Riyadh - Al Yarmuk,"2,024",STD,Sedan,Graphite,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - An Nahdah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
GT,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Grey,MONTHLY,"3,079",,,NEW,Sedan
Veloz,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
Veloz,Riyadh,Riyadh - Al Falah,"2,023",STD,SUV,White,STS,"1,500",,,NEW,Crossover
RX5,Riyadh,Riyadh - An Nahdah,"2,023",STD,SUV,White,MONTHLY,"3,469",,,NEW,Crossover
Corolla,Riyadh,Riyadh - Al Falah,"2,024",STD,Sedan,Black,STS,750,,,NEW,Sedan
Eado,Dammam,Dammam - Al Itisalat,"2,023",Plus,Sedan,Silver,MONTHLY,"2,289",,,NEW,Sedan
